Company_name,URL,company_head,founded_year,location,model,contact
Roast Market GmbH,https://www.roastmarket.de/,Boris Häfele,2015,Frankfurt am Main,Kaffee-Onlineshop,info@roastmarket.de
Rockberries GmbH,http://rockberries.com/,Regina Wildhofer,2010,M?nchen,Online-Shop für individuellen Schmuck,info@rockberries.com
RocketInterAction GmbH,http://www.rocketinteraction.com,Tom Neumann,2007,Berlin,Audio- und Videovermarkter,info@rocketinteraction.com
Rumble Media GmbH,http://www.fettspielen.de/,David Zong-Hyeck An,2008,Karlsruhe,Spieleplattform,info@fettspielen.de.de
Ryte,https://www.ryte.com/,"Marcus Tandler, Andreas Bruckschlögl",2012,München,"Werkzeuge für ein ganzheitliches Monitoren, Analysieren und Optimieren von Digital Assets",info@ryte.com
S? Media GmbH & Co. KG,http://niimo.com/,"Oliver Sperke, Jens Reimer",2007,Aachen,Mikroblogging-Dienst,reimer@niimo.com
Sabazia eBusiness GmbH,http://www.gutscheine-verkaufen.de,Tobias Steinbrecher,2008,M?nchen,Verkaufsplattform für Gutscheine,info@gutschein-spezialist.de
saftfabrik youmixit gmbh,http://www.saftfabrik.de,Alexandra Podeanu,2009,Berlin,Online-Shop für individuellen Saft,info@saftfabrik.de
Sales King GmbH,https://www.salesking.eu/,Georg Leciejewski,2008,K?ln,Webbasierte Rechnungssoftware,info@salesking.eu
Sameway GmbH,http://www.sameway.de,Irfan Cerci,2007,Berlin,Social Network,
sapodo SE,http://www.sapodo.com,"Alexander G?nther, Thomas Keller",2007,Dresden,Experten-Marktplatz,
Sauspiel GmbH,http://www.sauspiel.de/,Agnes Reissner,2007,M?nchen,Online-Schafkopf-Community,agnes@sauspiel.de
Saustark Design GmbH,http://www.saustarkdesign.com,Marie-Helen Goltermann,2011,M?nchen,Onlineshop rund um das Thema Ikea-Möbel,
savedroid AG,https://www.savedroid.de/,"Yassin Hankir, Marco Trautmann, Tobias Zander",2015,"Frankfurt am Main, Mainz",Spar-App für, hallo@savedroid.de
sbcon Steffen Bock,http://rateyourcar.de,Steffen Bock,2007,Heroldsberg,Auto-Testberichte,steffen.bock@rateyourcar.de
Scent Department GmbH,http://www.poshposh.de,"Gleb Tritus, Thomas Widera",2010,K?ln,Shopping-Club,info@scentdepartment.com
Schmuck.tv Gmbh,http://www.schmuck.tv/,Alexander Els??er,2007,Pforzheim,Schmuck-Community,info@schmuck.tv
Schulte-G?stenberg & Schuricht GbR,http://www.spotn.de,"Hauke Enno Schulte-G?stenberg, Enno Schulte-G?stenberg, Michael Schuricht",2007,Oldenburg/Hamburg,Ratgeber-Videoplattform,info@spotn.de
Scopevisio AG,http://www.scopevisio.com,"Michael Rosbach, Stephan M?ller",2007,Bonn,Online-Unternehmenssoftware,internet@scopevisio.com
scoyo GmbH,http://www.scoyo.de/,Ralf Schremper,2007,Hamburg,E-Learning-Plattform,
SD Inspiring Travel GmbH,http://www.clubfamily.de/,"Dennis K?mker, Daniel Schaffeld",2010,K?ln,Urlaubsportal für Familien,
seal Media GmbH,http://www.sealmedia.de/,"Boris Zander, Timo Lembcke",2005,Kiel,"Onlinespiele- Hersteller, Vermarkter und Betreiber",info@sealmedia.de
Seedmatch GmbH,http://www.seedmatch.de/,Jens-Uwe Sauer,2009,Dresden,Crowdfunding-Plattform für Start-ups,info@seedmatch.de
Seerene GmbH,https://www.seerene.com/,Oliver Muhr,,Potsdam,SaaS,mail@seerene.com
SektionEins GmbH,http://www.sektioneins.de/,Johann-Peter Hartmann,2007,K?ln,Sicherheits-?berpr?fung,info@sektioneins.de
Sellaband GmbH & Co. KG,http://www.sellaband.com/,Johan Vosmeijer,2006,Bocholt,Talent-Schmiede,info@sellaband.com
Sellaround.net,http://www.sellaround.net,Adrian Thoma,2010,Stuttgart,Social Commerce-Plattform für den Ver- und Wiederverkauf im Social Web,presse@sellaround.net
Semesterbooks UG,http://www.semesterbooks.de,Kreshnik Myftari,2007,Heidelberg,Online-Marktplatz für studentische Bücher,team@semesterbooks.de
Seniorbook AG,https://www.seniorbook.de/,"Thomas Friedrich Bily, Markus Erl",2011,München,Soziales Netzwerk,info@seniorbook.de
servtag GmbH,http://www.friendticker.com/,"Martin Pischke, Florian Resatsch, Uwe Sandner",2009,Berlin,Geolocation-Dienst,info@servtag.de
sevenload GmbH,http://de.sevenload.com/,"Ibrahim Evsan, Andreas Heyden, Axel Schmiegelow",2006,K?ln,Foto- und Video-Community,info@sevenload.com
SevenSnap Entertainment GmbH,http://www.sevensnap.com,Tobias Hieb,2010,G?ttingen,Mobiles Entertainment-Shopping,mail@sevensnap.com
Sevvn.de Internet Marketing UG,http://www.sevvn.de,Johannes Strachwitz,2010,Stuttgart,Mini-Jobbörse,kontakt@sevvn.de
sharewise GmbH,http://www.sharewise.com/,"Ken Uryu, Stefan Nothegger, Shigeru Fukunaga",2007,München,Börsen-Community,info@sharewise.com
shelfmates Ltd.,http://www.shelfmates.com,"Martin Braun, Joachim Garth, Matthias Prinz, Johannes Treitz, Christian Weyer",2007,St.Wendel (Saarland),"Katalogisierungstool und Community für Literatur, Musik und Film",mp@shelfmates.com
Shirtinator AG,http://www.shirtinator.de,"Sven Rittau, Markus Huber",2005,M?nchen,T-Shirt-Shop,
Shopgate GmbH,http://www.shopgate.com,"Ortwin Kartmann, Andrea Anderheggen",2009,Butzbach,,
Shopito GbR,http://www.shopito.de/,Andreas Kosmatos,2008,Friedberg,Live-Shopping-Plattform,
Shopperella GmbH,http://www.shopperella.de/,"Manuela Stoll, Nino Ulsamer",2010,K?ln,Marktplatz für Familienprodukte,info@shopperella.de
shopping24 Gesellschaft f?r multimediale Anwendung mbH,http://www.smatch.com/,"Thomas Schnieders, Bj?rn Sch?fers",2007,Hamburg,Social-Commerce-Plattform,
ShopShare GmbH,http://www.shopshare.eu,Hendrik Maat,2009,L?ngenfeld,Facebook-Shopsystem,
simfy GmbH,http://www.simfy.de,"Steffen Wicker, Christoph Lange",2007,Mannheim,Musikplattform,info@simfy.de
Simplessus e.K.,http://www.vertrag-tauschen.de/,Bj?rn Kahle,2008,Hamburg,Handelsplattform für Verträge,service@vertrag-tauschen.de
Simsa UG,https://www.simsa.de,Christian Bendlin,2009,Berlin,SMS-Gruppendienst,info@simsa.de
Simty GmbH,http://www.simty.com,Ortwin Kartmann,2008,Butzbach (bei Frankfurt),Parkscheine mit dem Handy kaufen,
Six Offene Systeme GmbH,http://www.adsix.de/,"Ralph Kissner, Robert Zwettler",2007,Stuttgart,Online-Marktplatz f?r Werbung,info@six.de
SK Media GmbH,http://www.schwarzekarte.de/,"Julia Schneider, Jan Becker, Felix Baltes",,K?ln,Geschlossenes Social Network,info@schwarzekarte.de
Skatstube GmbH,http://www.skatstube.de,"Agnes Reissner, Franz Riedl",2009,Berlin,Online Skat-Community,agnes@skatstube.de
skillsbook solutions GmbH,http://www.skillsbook.de/,"Angelika Brandl, Michael Brandl, Thomas Kristensen",2008,M?nchen,Online-Plattform zur Vermarktung von privaten und gewerblichen Talenten und Services,info@skillsbook.de
skobbler GmbH,http://www.skobbler.de,Peter Scheufen,2008,"Hamburg, Berlin",Softwareentwicklung an der Schnittstelle von mobiler Navigation und sozialem Netzwerk,
SlipShift GmbH,http://slipshift.net/,"Benjamin Foeckersperger, Philipp Willers",2010,Berlin,Spiele-Start-up,
smaboo GmbH,http://www.smaboo.de/,"Adrian Locher, Christoph Magnussen",2007,"Z?rich, Berlin, Wien",Online-Marktplatz f?r Werbefl?chen,info@smaboo.de
Smalla&Sauer GbR,http://www.myuniquebag.de/,"Stephan Smalla, Sascha Sauer",2010,Berlin,Individuelle Handtaschen,mail@myuniquebag.de
Smartdex GmbH,http://www.smartdex.de,"Markus P?hlmann, Thomas Koenig, Sascha Langner",2007,Hannover,Online-Marktplatz f?r aktuelle Gesch?ftsadressen,info@smartdex.de
smash247 GmbH,http://www.smash247.com/,Kaspar Neftel,2008,Hamburg,Promi-Plattform,info@smash247.com
smava GmbH,http://www.smava.de/,"Alexander Artop?, Bernd Hardes",2006,Berlin,Online-Marktplatz für Kredite unter Privatpersonen,info@smava.de
sMeet Communications GmbH,http://www.smeet.de,"Reinhard K?hn, Sebastian Funke",2006,Berlin,Virtuelle Welt,info@smeet.de
sms77 e.K.,https://www.sms77.io,Christian Leo,2003,Kiel,CPaaS,support@sms77.io
SMT – Streaming Media Technologies GmbH,http://make.tv/,Andreas Jacobi ,2010,,,
SnackTV Media GmbH,http://www.snacktv.de,"Peter Christmann, Armin Nusser",2009,M?nchen,Premium-Vollprogramm im Clip-Format für jede Website,
snipgo GmbH,http://www.snipgo.de,Peter Dickten,2007,Hamburg,Handelsplattform f?r Einkaufsgemeinschaften,info@snipgo.de
SNM Style Net Media GmbH,http://www.stylelounge.de/,Johannes Heinen,2014,Hamburg,Mode-Preisvergleich,publicrelations@stylelounge.de
sofatutor GmbH,http://www.sofatutor.com/,"Stephan Bayer, Andreas Spading",2009,Berlin,Kostenpflichtige Online-Nachhilfe-Plattform,info@sofatutor.com
Softclick GmbH & Co. KG,http://www.pagekick.com,Sebastian Fiebiger,2007,Berlin,Social Web Guide,info@softclick.net
Sohomint GmbH,http://www.sohomint.com/,,2007,Hamburg,Dienstleister zur Steigerung der Online-Reichweite von Webseiten,mail@sohomint.com
solute gmbh,http://www.billiger.de/,"Lars Bauer, Urs Keller",2004,Karlsruhe,Preisvergleich,info@billiger.de
Songbeat GmbH,http://www.songbeatplayer.com/,"Philip Eggersgl??, Marco Rydmann",2008,Berlin,Musik-Suchmaschine,office@songbeatplayer.com
Sonoma Internet GmbH,http://www.amorelie.de,"Lea-Sophie Cramer, Sebastian Pollok",2012,Berlin,Online-Shop für Erotik-Lifestyle-Artike,info@amorelie.de
SoulPeddler GmbH,http://www.soulpeddler.de/,"Nejc Jakopin, Swen Sobeck",2008,Duisburg,Künstler- und Veranstalterplattform,info@soulpeddler.de
SoundCloud Ltd.,http://soundcloud.com,"Eric Wahlforss, Alexander Ljung",2007,Berlin,Musik-Community,contact@soundcloud.com
Sparheld International GmbH,http://www.sparheld.de,Henning Kruthaup,2009,Berlin,Gutscheine für Online-Shops,
Sparwelt GmbH,http://www.sparwelt.de,"Daniel Engelbarts, Christian Lang",2008,Berlin,Schnäppchen-Community,info@sparwelt.de
Speach Media GmbH,http://www.freiminuten.de/,Moritz Pagendarm,2009,Hamburg,Bonussystem mit Freiminuten,info@speach.de
Spekunauten GmbH,http://www.spekunauten.de/,Malte M?nchert,2007,Berlin,Börsen-Community,info@spekunauten.de
spendino GmbH,http://www.spendino.de/,"Sascha Schubert, Florian N?ll, Martin M?ller",2008,Berlin,Fundraising via SMS,info@spendino.de
spickmich GmbH,http://spickmich.de/,"Tino Keller, Manuel Weisbrod, Philipp Weidenhiller",2007,K?ln,Lehrerbewertungsplattform,crew@spickmich.de
Spielerkabine.net GmbH,http://www.spielerkabine.net,"Oliver Moser, Christian Reinheimer, Jan Schulz-Hofen, Hendrik M?chler, Boris Ruf",2007,Berlin,Sportler-Netzwerk,kontakt@spielerkabine.net
Spieltz UG (haftungsbeschr?nkt),http://www.spieltz.de,Karin Janner,2010,Berlin,Individuelle Brettspiele auf LKW-Plane,karin janner
Spin AG,http://www.freggers.de/,"Paul Schmid, Fabian Rott",2007 (Spin,Regensburg,Grafische Chat-Community,info@spin-ag.de
Spirofrog GmbH,http://www.spirofrog.de/,Thomas Schulze,2007,Aschheim-Dornach,Vermittlungsplattform f?r Praktikumspl?tze,schulze@spirofrog.de
Sponsoo GmbH,https://www.sponsoo.de,"Andreas Kitzing, Christian Kaspar",2014,Hamburg,Sport-Sponsoring,
SponsorPay GmbH,http://www.sponsorpay.com,"Jan Beckers, Andreas Bodczek",2009,Berlin,Monetarisierung von Online-Spielen,info@sponsorpay.eu
Sport-ID GmbH,http://www.sport-id.de,J?rgen Joost,2007,Neum?nster,Sportorganisation und -community,info@sport-id.de
Sport1 GmbH,http://www.sport1.de/,Patrick Zeilhofer,1999,Ismaning,Online-Sportplattform,info@sport1.de
sportme GmbH,http://www.sportme.de/,Sven Alex,2007,Berlin,Sportler-Netzwerk,info@sportme.de
Sportnex GmbH,http://www.sport-auktion.de,"Bj?rn Jopen, Florian L?ft",2004,Gr?felfing bei M?nchen,Auktionsplattform f?r Sport- und Fanartikel,b.jopen@sportnex.de
Spotlight Verlag GmbH,http://www.dalango.de,"Wolfgang Stock, Michael Stollarz",200,Planegg/M?nchen,Sprachlerndienst,
spotsonfire GmbH,http://www.spotsonfire.com,"Stefan Klemm, Dominik Willers",2008,Hamburg,Browserspiele-Hersteller,webmaster@spotsonfire.com
Spox Media GmbH,http://www.spox.com,"Manuel Lopez, R?diger Schulze",2007,M?nchen,Internet-Sportplattform,info@spox.com
sprd.net AG,http://www.spreadshirt.net/,"Philip Rooke, Matthias Spie?, Tobias Schaugg",2002,Leipzig,Online-Merchandising-Plattform,info@spreadshirt.net
Spryne GmbH,http://www.spryne.de,"Rolf Gleich, Matthias Vogel",2008,Hamburg,SMS-Infodienst,
Stadtbranchenbuch GmbH,http://www.stadtbranchenbuch.com,Andreas Stahl,2006,M?nchen,Lokale Suche und Bewertungsportal,
Stadtkontakt GmbH & Co. KG,http://www.stadtkontakt.de,Lars Segelke,2008,Bremen,Social Network für Stadtmenschen,mail@stadtkontakt.de
starcookers GmbH,http://www.starcookers.de,Dirk Pfannkuch,2007,"Zug (CH), M?nchen",Profikochportal,info@starcookers.de
start your art,http://www.startyourart.de,Jenny Seul,2010,M?nchen,Online-Auktionshaus für junge Kunst,info@startyourart.de
Statista GmbH,http://www.statista.org/,"Tim Kr?ger, Friedrich Schwandt",2007,Hamburg,Nachschlageplattform für Statistiken,info@statista.org
Stellar Attractions GmbH & Co. KG,http://www.fototv.de,Marc Ludwig,2007,K?ln,WebTV rund um Fotografie,info@fototv.de
StepMap GmbH,http://www.stepmap.de/,"Ole Brandenburg, Thomas Gottfried, Veit Spiegelberg",2009,Berlin,Personalisierbare Landkarten,info@stepmap.de
steuerberaten.de,http://www.steuerberaten.de,Ralf M?ller von Baczko,2007,K?ln,Online-Steuerbüro,
Stickvogel GmbH,http://www.stickvogel.com,Philip Siefer,2011,Berlin,B2B-Lösung für Mass Customization in Onlineshops,info@stickvogel.de
Stockflock GmbH,http://www.mystocks.de,Ralph Beer,2007,Pullach,Finanz-Community,
storebird GmbH,http://www.linkbird.de,Bastian Bickelhaupt und Nicolai Kuban,2010,Berlin,,
stradego GmbH,http://www.findo.de,Andreas von Oettingen,2007,Aachen,Nachrichten-Suchmaschine,findo@stradego.de
Strecker & Wittliff & Freiss GbR,http://www.pfandy.de/,Oleg Strecker,2008,Steinbergen,Online-Pfandhaus,info@pfandy.de
studdex GmbH,,"Felix Schulte, Lukas Wrede",2008,"Witten, Berlin",Such- und Bewerbungsplattform für Studienplätze,info@studdex.com
studentSN Ltd,http://www.studentsn.com,Ibrahim Tarlig,2007,Berlin,Services für Schüler und Studenten,
studi.biz GmbH,http://www.studi.biz,Sven Ulrich,2008,Pforzheim,Online-Bonusprogramm für Studenten,info@studi.biz
Studidoo GmbH,http://www.studidoo.de/,"Gavin Steinwachs, Marc Steinwachs, Sarah Steinwachs",2008,Dortmund,Job-Plattform für Studenten und Absolventen,info@studidoo.de
studilux gmbH,http://www.studilux.de/,"Benjamin Breuer, Sabrina Zurwesten",2008,M?nchen,Studienfinanzierungsvergleich,info@studilux.de
StudiTemps GmbH,http://www.jobmensa.de,"Benjamin Roos, Andreas Wels",2008,K?ln,Vermittlungsplattform für Studentenjobs,kontakt@jobmensa.de
studiVZ Ltd.,http://www.studivz.net/,"Marcus Riecke, Dennis Bemmann, Michael Brehm",2005,Berlin,Community für Studenten,vorzimmer@studivz.net
studiVZ Ltd.,http://www.schuelervz.net,"Marcus Riecke, Dennis Bemmann, Michael Brehm",2007,Berlin,Community f?r Studenten,vorzimmer@schuelervz.net
Stylebooker GmbH,http://www.stylebooker.com/,Yvonne Jarchow,2008,M?nchen,Mode-Community,info@stylebooker.com
stylefruits GmbH,http://www.stylefruits.de/,Ingo Heinrich,2008,M?nchen,Social-Commerce-Dienst,info@stylefruits.de
styleranking media GmbH,http://www.styleranking.de/,Roland Schweins,2007,Düsseldorf,"Mode-Community, Magazin und Blogger Relations Agency",info@styleranking.de
StylesClub GmbH,,"Maximilian Kempf, Philipp Mayer, Malte Schulze,",2011,Berlin,Social Commerce-App,
Stylight GmbH,http://www.stylight.de/,"Anselm Bauer, Benjamin G?nther, Max-Josef Meier",2008,M?nchen,Meta-Suchmaschine zum Thema Mode,info@stylight.de
sugarhigh GmbH,http://www.sugarhigh.de,"Peter Hennsen, Alonso Dominguez",2010,Berlin,E-Mail-Magazin,info@sugarhigh.de
Summate.de,http://www.summate.de,"Sebastian Erdbories, Oliver Kaiser",2007,Beckum,Online-Finanzmanager,info@summate.de
Sunlab,http://gamefactor.de,Andreas Kraus,2007,Aschaffenburg,Bewertungsplattform f?r Spiele und eine Social Community f?r Gamer.,andreas.kraus@sunlab.de
Supermarkt.de AG,http://www.supermarkt.de/,"Dominik M?hl, Arne Stock",2011,Hamburg,Online-Supermarkt,info@supermarkt.de
Supreme NewMedia GmbH,http://www.supreme-newmedia.com/,"Philipp Kraft, Frank Engel, Carlo Blatz",2004,Aachen / K?ln,"Supreme NewMedia entwickelt, betreibt und vermarktet das eBay-Tool Supreme Auction, das lokale Netzwerk TownKings, die Community StyleQueens und den Foto-Service PhotoKings",
Supreme NewMedia GmbH,http://www.townkings.de,"Philipp Kraft, Frank Engel, Carlo Blatz",2007,Aachen / K?ln,Lokale Online-Community,
swoodoo GmbH,http://www.swoodoo.de,"Christian Saller, Wolfgang Heigl, Lars Jankowfsky",2006,M?nchen,Flugsuchmaschine,info@swoodoo.de
Syncing.net Technologies GmbH,http://www.syncing.net/,Matthias Kandeler,2006,Berlin,Synchronisationstechnologie f?r Peer-to-Peer-Netze,info@syncing.net
tagesblick.de Isabella Pfaff & Normann Broschk GbR,http://www.tagesblick.de/,"Isabella Pfaff, Normann Broschk",2008,Berlin,Autoren-Plattform,
Talentarena GmbH,http://www.talentarena.de,Jan Hendrik Ansink,2007,Bad Homburg v.d.H?he,Plattform für Talente und Künstler,
Talentfair GmbH,http://www.talentfair.com,Norbert R?ske,2006/2008,61462 K?nigstein i. Ts.,Online-Talentmesse,
Talential GmbH,http://www.talential.com,Manuel Koelman und Florian Schreckenbach,2008,K?ln,Karriere- und Recruitingplattform für hochqualifizierte Fach- und Führungskräfte,info@talential.com
tamola.de,http://www.tamola.de,Sven Nöcker,2009,,Online-Bonusprogramm,
Tamundo GmbH,http://www.tamundo.de,"Filip Dames, Sebastian von Johnston, Dr. Marc Werner",2008,Berlin,Sammler-Plattform,info@tamundo.de
tamyca GmbH,http://www.tamyca.de/,Michael Minis,2010,Aachen,Carsharingdienst,info@tamyca.de
tape.tv GmbH,http://www.tape.tv,"Stephanie Renner, Conrad Fritzsch",2008,Berlin,Online-Musikfernsehen,
tausendkind GmbH,http://www.tausendkind.de,"Anike v. Gagern, Kathrin Wei",2010,Berlin,Online-Shop für Baby- und Kleinkinderartikel,
TeamDrive Systems GmbH,http://www.teamdrive.net/de,"Detlef Schmuck, Volker Oboda, Ulrich Zimmer",2005,Hamburg,"Clientbasierte Collaboration-Lösung für Privatuser, Schulen, Mittelstand und Unternehmen",
Teamsunited GmbH,http://teamsunited.com,"Kim Stahn, Robin Harries",2010,Hamburg,Operating-System für Gamer,info@teamsunited.com
Teezeit.de UG,http://www.teezeit.de/,Gero Langhof,2013,Braunschweig,Onlinehandel für Tee und Teezubehör,info@teezeit.de
telefon.de Handels AG,http://www.telefon.de/,"Jan Kl?ker, Nils Kl?ker",2001,Osnabr?ck,Online-Shop f?r Telefone,km@telefon.de
telewebber GmbH,,"Andreas Dittes, Hannes Schippmann, Heiko Seebach",2008,Bretten,Echtzeit-TV-Community,info@telewebber.com
telfish GmbH,http://www.telfish.com/,"Thomas Schlenkhoff, Mathias Doenitz",2006,Freiburg,Tarifvergleichsplattform,info@telfish.com
Tellja GmbH,http://www.tellja.de/,"Harald Ernst, Michael St?hr",2009,Frankfurt am Main,Empfehlungsmarketing-Lösung,mail.de@tellja.de
tencents GmbH,http://www.tencents.de/,Marcel Knass,,Herford,Online-Auktionshaus,
Teqport Services GmbH,http://www.teqport.com,"Frank M?ller, Sebastian Neubeck",2005,M?nchen,B2B-Marktplatz f?r ?ber- und Restbest?nde der ITK-Branche,info@teqport.com
TET Travel Expert Technologies GmbH,http://www.trip.me/de/,André Kiwitz,2013,Berlin,Commision based travel plattform,info@trip.me
teutu notebookdesign,http://www.teutu.de,Markus Teufel,2007,Neuhausen,Laptop-Lackierung,info@teutu.de
textunes GmbH,http://www.texttunes.de/,"Volker Oppmann, Simon Seeger, Michael Oesterreich",2009,Berlin,E-Book-Anbieter,
thanksforaddingme GmbH,http://www.thanksforaddingme.com,"Andre Weber, Dieter Bollig. Ralf Ziemes, Oliver Zeisberger",2007,K?ln,Profil-Pflege f?r Stars in Social Networks,info.thanksforaddingme@gmail.com
The Cereal Club KG,http://www.cereal-club.de/,Sacha Halwani,2008,Hamburg,Wunschmüslifabrik,kontakt@cereal-club.de
The European Magazine Publishing GmbH,http://www.theeuropean.de/,Alexander G?rlach,2009,Berlin,Meinungs- und Debattenmagazin,
TheDeadline GmbH & Co. KG,https://the-deadline.appspot.com/,"Claudia Dietze, Stefan Richter",2010,Hamburg,Todo-Management-System,
Thermondo GmbH,http://www.thermondo.de/," Florian Tetzlaff, Philipp A. Pausder",2013,Berlin,Handwerksbetrieb 2.0 ,kontakt@thermondo.de
thingamajig studios GbR,http://www.cruisr.de/,"Aleksander Gajewski, Tobias Tadysiak",2007,Marl,Social Network,info@thingamajig.de
ticcats UG (haftungsbeschr?nkt),http://www.ticcats.de/,Tobias Debuch,2010,L?neburg,Ticket-Preisvergleich,info@ticcats.de
tikkler GmbH,http://www.tikkler.de,"Oliver Rieger, Stefan H??elbarth",2008,Hochheim,Anzeigen-Community,info@tikkler.de
Till Achinger & Tamer El-Hawari GbR,http://www.sonntagmorgen.com/,"Till Achinger, Tamer El-Hawari",2007,M?nster,Kaffeesorten zum Selbermischen,kontakt@sonntagmorgen.com
TinkerToys GmbH,http://www.tinkertoys.de/,Sebastian Friedrich,2015,Magdeburg,,
TinkerToys GmbH,,,2015,"Magdeburg, Leipzig","Software, mit der Kinder ab 6 Jahren eigene Spielzeuge am Bildschirm/Touchscreen gestalten können, welche anschließend aus einem Biokunststoff mithilfe von 3D-Druckern produziert werden.",info@tinkertoys.de
Tipp24 AG SE,http://www.tipp24.de,Hans Cornehl,1999,Hamburg,"Holding, Beteiligungsverwaltung",office@tipp24.de
tmx communications GbR,http://www.planet-tmx.com/,"Ralf Hoffmann, Christina Hoffmann",2009,Friedrichsdorf/TS,E-Learningdienst,info@planet-tmx.com
toksta GmbH,,"Felix Fidelsberger, Michael Gl??, Peter Schilling",2007,Potsdam,Instant Messenger für Communitys,info@stickapps.com
tolingo GmbH,http://www.tolingo.com/,"Hanno von der Decken, Roman Reimer",2008,Hamburg,Übersetzungsmarktplatz,info@tolingo.de
toonpool.com GmbH,http://www.toonpool.com/,Max Pohlenz,2007,Berlin,Cartoon-Community,info@toonpool.com
Toptarif Internet GmbH,http://www.toptarif.de/,"Rainer Brosch, Thies Sander",2007,Berlin,Tarifvergleichsplattform,info@toptarif-gmbh.de
Torfreunde GmbH,http://www.torfreunde.de,"Adi Hadzimuratovic, Wolfgang Matz",2007,Inning am Ammersee,Netzwerk f?r Amateurfu?baller,info@torfreunde.de
tortoise design GmbH,http://www.tortoise-design.de,"Fabian Deschler, Simon Lee, Gregor Moss",2007,Berlin,Design-Folien für Elektorgeräte,info@tortoise-design.com
Townster GmbH,http://www.townster.de/,Dennis K?mker,2007,Berlin,Metropolenmagazin,
TP TargetPartner GmbH,http://www.mysale.de,Hinnerk Rott,2010,Hamburg,Schnäppchendienst,
Tracks & Fields GmbH,http://www.tracksandfields.com/,Christian Mix-Linzer,2008,Berlin,Musikproduktions- und Networking-Plattform,info@tracksandfields.com
Trade Machines FI GmbH,http://trademachines.de/,"Heico Koch, Wieland Knodel",2013,Berlin,Metasuchmaschine für gebrauchte Maschinen,kontakt@trademachines.de
Tradoria GmbH,http://www.tradoria.de/,"Tobias Kobier, Beate Rank",2007,Bamberg,E-Commerce-Plattform f?r Klein- und Kleinsth?ndler,info@tradoria.de
Transmedic GmbH,http://www.transmedic.de/,"Nils Asmussen, Jan Seifried",2009,Hamburg,Vermittler von Gesundheitsreisen,kontakt@transmedic.de
Travel IQ GmbH,,"Christian Hennerkes, Konstantin Schl?ter",2006,M?nchen,Reisesuche und -vergleich,kfs@traveliq.net
Travello GmbH,http://www.travello.com,Ralf Eggert,2005,Pinneberg,Reise-Community,info@travello.com
travelunder.de,http://www.travelunder.de,,2007,Damme,Reiseratgeber,info@travelunder.de
Traverdo GmbH,http://www.traverdo.de,"Jochen Zimmermann, Holger Haberstock, Lucas von F?rstenberg",2011,Berlin,Nachhaltiges Reisen,info@traverdo.de
tredition GmbH,http://www.tredition.de,"Sandra Latu?eck, S?nke Schulz",2007,Hamburg,Marktplatz für Autoren,info@tredition.de
treffn GmbH,,Michael Bona,2013,Berlin,Produktivitätssoftware,yourfriends@treffn.com
TrendView GmbH,http://www.planungswelten.de,Dennis Mittelmann,2007,Koblenz,Planungs- und Einrichtungsplattform,d.mittelmann@trendview.de
Tribax GmbH,http://www.tribax.com/,"Phil von Sassen, Oliver Schwarz",2007,Berlin,Corporate Social Networks,info@tribax.com
triboox GmbH,http://www.triboox.de/,Karl-Friedrich Pommerenke,2008,Hamburg,Literatur-Plattform,triboox@triboox.de
tridion benefits GmbH,https://www.bendesk.de/,"Achim Trude, Marc Ahr",,Köln, B2B Lösung zur intelligenten Verwaltung von Corporate Benefits,
trigami AG,http://www.trigami.com/,Remo Uherek,2007,Basel,Blog-Vermarkter,
triplib GmbH,http://www.triplib.de,Bastian Beyer,2007,M?nchen,Reise-Community,info@triplib.de
Tripsbytips GmbH,http://www.tripsbytips.de/,Gereon Frisch,2006,Berlin,Unique Content für die Tourismusbranche,
Tripwolf GmbH,http://www.tripwolf.com,Sebastian Heinzel,2008,Wien,Online-Reiseführer,a.trieb@tripwolf.com
trivago GmbH,http://www.trivago.com,"Rolf Schrömgens, Malte Siewert, Peter Vinnemeier",2005,Düsseldorf,Hotelpreisvergleich ,info@trivago.de
Trollgames GmbH,http://www.xhodon.de,Dennis Reimer,2008,F?ssen,Browserspiele-Hersteller,kontakt@xhodon.de
Trusted Ventures UG,http://www.fiverdeal.de,Joachim G?ddel,2010,Erpel,Vermittlung von Mini-Jobs,info@fiverdeal.de
Trustyou GmbH,http://www.trustyou.com,"Jakob Riegger, Benjamin Jost",2008,M?nchen,Meta-Suchmaschine für Hotelberwertungen,info@trustyou.com
tsoosayLabs GmbH,http://www.shopwindoz.com,"Darryl Feldman, Swen Rei?ig",2007,Berlin,Online-Shop f?r Nischenprodukte,contact@tsoosaylabs.com
Tucent GmbH,http://www.tucent.net/,"Constantin Christmann, Florian Baumeister",2009,Stuttgart,Kommentar-Tool,info@tucent.net
tulex GmbH,http://www.tulex.de,Gregor Krey,2005,D?sseldorf,Online-Markenrecherche und Rechtsberatung,info@tulex.de
TunedIn Media GmbH,http://www.tunedin.de,"Sebastian Bartz, Dirk Nolde, Justin Scull",2011,Berlin,Second Screen-Dienst,
tunesBag.com Ltd,http://tunesBag.com/,Hansj?rg Posch,2008,Wien,Musikdienst,
Tupalo Internetservices GmbH,http://tupalo.com/de/,Clemens Beer & Mike Borras,2007,"Wien, ?sterreich",Adressverzeichnis,
